maker,model,mileage,manufacture_year,engine_displacement,engine_power,body_type,color_slug,stk_year,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,price_eur
toyota,starlet,92000.0,1996.0,1332.0,55.0,compact,blue,2016.0,auto,2.0,5.0,gasoline,2016-01-10 02:26:51.463713+00,2016-01-19 19:51:36.918484+00,1399.0
skoda,fabia,199000.0,2002.0,1390.0,55.0,compact,blue,2016.0,man,4.0,5.0,gasoline,2016-01-10 02:26:51.542326+00,2016-01-19 19:51:37.9978+00,1699.0
toyota,corolla-verso,231000.0,2005.0,1794.0,95.0,van,black,2017.0,man,4.0,7.0,gasoline,2016-01-10 03:24:11.073067+00,2016-01-19 19:52:11.1739+00,4900.0
smart,fortwo,108000.0,2001.0,599.0,33.0,compact,red,2016.0,auto,2.0,2.0,gasoline,2016-01-10 03:40:53.878783+00,2016-07-03 16:55:40.936799+00,890.0
ford,fiesta,70123.0,1997.0,1242.0,55.0,compact,silver,2016.0,auto,4.0,5.0,gasoline,2016-01-10 03:40:57.702187+00,2016-07-03 16:55:41.057004+00,1290.0
mini,cooper,113000.0,2004.0,1598.0,85.0,compact,black,2017.0,man,2.0,4.0,gasoline,2016-01-10 03:58:59.003053+00,2016-01-19 19:54:20.811121+00,5990.0
smart,fortwo,90039.0,2007.0,999.0,52.0,compact,black,2016.0,auto,2.0,2.0,gasoline,2016-01-10 03:58:59.853154+00,2016-01-19 19:54:21.901659+00,3390.0
mini,cooper,120000.0,2006.0,1598.0,85.0,compact,black,2018.0,man,2.0,4.0,gasoline,2016-01-10 03:59:31.087642+00,2016-01-19 19:54:31.838573+00,7900.0
ford,fiesta,111000.0,2011.0,1560.0,70.0,compact,silver,2017.0,man,4.0,5.0,diesel,2016-01-10 03:59:31.293429+00,2016-07-03 17:00:41.910707+00,5900.0
opel,zafira,145000.0,1999.0,1796.0,85.0,van,silver,2016.0,auto,4.0,7.0,gasoline,2016-01-10 03:59:54.057825+00,2016-01-19 19:54:51.362349+00,950.0
